23:40:38 Log started
23:40:38 Calling loadconfig("config/default.cfg")
23:40:38 LoadConfig() error: invalid line
23:40:38  Result: 1
23:40:38 Calling init(gui)
23:40:38  Result: 1
23:40:38 Calling loadtexture("textures/particle.bmp")
23:40:38  Result: 1
23:40:38 Calling loadtexture("textures/ammo.bmp")
23:40:38  Result: 1
23:40:38 Calling loadtexture("textures/btard_xs.bmp")
23:40:38  Result: 1
23:40:38 Calling loadtexture("textures/bullet.bmp")
23:40:38  Result: 1
23:40:38 Calling loadtexture("textures/bump.bmp")
23:40:38  Result: 1
23:40:38 Calling loadtexture("textures/explosions.bmp")
23:40:38  Result: 1
23:40:38 Calling loadtexture("textures/fail_screen.bmp")
23:40:38  Result: 1
23:40:38 Calling loadtexture("textures/heart.bmp")
23:40:38  Result: 1
23:40:38 Calling loadtexture("textures/logo-cold.bmp")
23:40:39  Result: 1
23:40:39 Calling loadtexture("textures/main_menu-bkg.bmp")
23:40:39  Result: 1
23:40:39 Calling loadtexture("textures/menu-bkg.bmp")
23:40:39  Result: 1
23:40:39 Calling loadtexture("textures/powerups.bmp")
23:40:39  Result: 1
23:40:39 Calling loadtexture("textures/score.bmp")
23:40:39  Result: 1
23:40:39 Calling loadtexture("textures/shadow.bmp")
23:40:39  Result: 1
23:40:39 Calling loadtexture("textures/sharoebina_xs.bmp")
23:40:39  Result: 1
23:40:39 Calling loadtexture("textures/slowpoke_projectile_xs.bmp")
23:40:39  Result: 1
23:40:39 Calling loadtexture("textures/slowpoke_sprite_xs.bmp")
23:40:39  Result: 1
23:40:39 Calling loadtexture("textures/snowman1.bmp")
23:40:39  Result: 1
23:40:39 Calling loadtexture("textures/sohchan.bmp")
23:40:39  Result: 1
23:40:39 Calling loadtexture("textures/sohchan_face.bmp")
23:40:39  Result: 1
23:40:39 Calling loadtexture("textures/sohchan_figure.bmp")
23:40:39  Result: 1
23:40:39 Calling loadtexture("textures/tiles_city.bmp")
23:40:39  Result: 1
23:40:39 Calling loadtexture("textures/tiles_city_anim.bmp")
23:40:39  Result: 1
23:40:39 Calling loadtexture("textures/tree2.bmp")
23:40:39  Result: 1
23:40:39 Calling loadtexture("textures/unyl_tan_figure.bmp")
23:40:39  Result: 1
23:40:39 Calling loadtexture("textures/win_screen.bmp")
23:40:39  Result: 1
23:40:39 Calling loadtexture("textures/cmaniac.bmp")
23:40:39  Result: 1
23:40:39 Calling loadtexture("textures/fire_shot.bmp")
23:40:39  Result: 1
23:40:39 Calling loadtexture("textures/phys_floor.bmp")
23:40:39  Result: 1
23:40:39 Calling loadresource("objects/anonya.txt")
23:40:39  Result: 1
23:40:39 Calling loadresource("objects/bullet.txt")
23:40:39 LoadResource() error: invalid line
23:40:39  Result: 1
23:40:39 Calling loadresource("objects/btard_Xs.txt")
23:40:39  Result: 1
23:40:39 Calling loadresource("objects/pwr_health.txt")
23:40:39  Result: 1
23:40:39 Calling loadresource("objects/pwr_ammo.txt")
23:40:39  Result: 1
23:40:39 Calling loadresource("objects/pwr_score.txt")
23:40:39  Result: 1
23:40:39 Calling loadresource("objects/explosion.txt")
23:40:39  Result: 1
23:40:39 Calling loadresource("objects/tile_floor.txt")
23:40:39  Result: 1
23:40:39 Calling loadresource("objects/tile_wall.txt")
23:40:40  Result: 1
23:40:40 Calling loadresource("objects/tile_wall_1.txt")
23:40:40  Result: 1
23:40:40 Calling loadresource("objects/tile_column_1.txt")
23:40:40  Result: 1
23:40:40 Calling loadresource("objects/tile_wall_main.txt")
23:40:40  Result: 1
23:40:40 Calling loadresource("objects/tile_wall_2.txt")
23:40:40  Result: 1
23:40:40 Calling loadresource("objects/tile_wall_lamp.txt")
23:40:40  Result: 1
23:40:40 Calling loadresource("objects/tile_wall_up.txt")
23:40:40  Result: 1
23:40:40 Calling loadresource("objects/sohchan_face.txt")
23:40:40  Result: 1
23:40:40 Calling loadresource("objects/btard_face.txt")
23:40:40  Result: 1
23:40:40 Calling loadresource("objects/unyl_tan_figure.txt")
23:40:40  Result: 1
23:40:40 Calling loadresource("objects/shadow.txt")
23:40:40  Result: 1
23:40:40 Calling loadresource("objects/slowpoke_xs.txt")
23:40:40  Result: 1
23:40:40 Calling loadresource("objects/slowpoke_face.txt")
23:40:40  Result: 1
23:40:40 Calling loadresource("objects/slowpoke_projectile_xs.txt")
23:40:40 LoadResource() error: invalid line
23:40:40  Result: 1
23:40:40 Calling loadresource("objects/tile_city1.txt")
23:40:40  Result: 1
